FOLIO_PERSONAL,DOCUMENTO,CUIL,APELLIDO,NOMBRE,DOMICILIO,INHIBIENTE,MONTO,CARATULA,JUZGADO,FECHA,ENTRO,ALCANCE,OBSERVACIONES,VIGENCIA
26190/21,89746683,21-17004650-5,MARTIN,VALENTINA,"AV. 8 1830","BANCO NACI├ôN",NULL,"CONCURSO PREVENTIVO - LEDESMA VIOLETA","JUZGADO N┬░ 8",2025-05-10,NULL,NULL,NULL,ACTIVO
26228/2,12765823,23-78382931-5,GONZALEZ,BAUTISTA,"AVENIDA G├£EMES 4571",AFIP,NULL,"COBRO DE PESOS - LOPEZ CONSTANZA","JUZGADO N┬░ 30",2024-07-15,NULL,NULL,NULL,ACTIVO
26243/7,89606500,24-83674886-7,VELAZQUEZ,AGUSTIN,"CALLE POSADAS 4457","FISCO DE LA PROVINCIA",680830,"EJECUCI├ôN FISCAL - FRANCO JAZMIN",NULL,2022-06-08,2022-02-28,NULL,NULL,CADUCADO
2626/5,83209914,26-82893886-6,FERNANDEZ,BENICIO,"CALLE SAN SALVADOR DE JUJUY 4305","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",14254,"COBRO DE PESOS - DIAZ BAUTISTA","JUZGADO N┬░ 19",2018-01-22,NULL,NULL,NULL,NULL
26394/19,87698592,NULL,FERNANDEZ,VALENTINO,"AVENIDA SANTA CRUZ 4502","FISCO DE LA PROVINCIA",343960,"COBRO DE PESOS - ACOSTA MAXIMO","JUZGADO N┬░ 16",2018-11-24,2020-12-19,TOTAL,NULL,NULL
26409/11,55725895,20-43673925-2,CASTILLO,VICTORIA,"DIAGONAL 9 1739","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"COBRO DE PESOS - FERNANDEZ LORENZO","JUZGADO N┬░ 23",2017-04-11,2020-12-12,NULL,NULL,NULL
26432/14,75973880,26-27591798-5,FERNANDEZ,IVAN,"AVENIDA ALVEAR 4549","BANCO NACI├ôN",601387,"COBRO DE PESOS - GOMEZ ZOE JAZMIN","JUZGADO N┬░ 23",2022-07-17,NULL,NULL,NULL,NULL
26436/25,69362510,NULL,GOMEZ,"JUAN MARTIN","BLV. 7 2541",AFIP,495955,"COBRO DE PESOS - GUTIERREZ MARTINA","JUZGADO N┬░ 15",2021-12-15,NULL,TOTAL,NULL,CADUCADO
26534/8,74283070,25-83346532-5,Com├║n.,CATALINA,"AVENIDA SAN JUAN 418","BANCO NACI├ôN",NULL,"CONCURSO PREVENTIVO - VARGAS OLIVIA","JUZGADO N┬░ 6",2017-11-15,2023-02-24,NULL,,CADUCADO
26544/25,86431279,21-36037975-4,MAIDANA,IAN,"CALLE ALVEAR 906",NULL,NULL,NULL,"JUZGADO N┬░ 24",2016-05-14,2020-01-15,NULL,NULL,NULL
26559/7,87190708,24-19443232-4,GODOY,JOAQUIN,"AVENIDA MAR DEL PLATA 1795",AFIP,319460,"COBRO DE PESOS - MALDONADO MIA VALENTINA",NULL,2016-07-24,NULL,NULL,NULL,NULL
2660/14,12793804,26-52029862-2,LOPEZ,SOFIA,"AVENIDA CORRIENTES 3746",AFIP,NULL,"CONCURSO PREVENTIVO - FARIAS IAN EZEQUIEL","JUZGADO N┬░ 13",2025-05-18,2022-04-18,NULL,NULL,NULL
26681/17,NULL,21-35602302-4,SORIA,AMPARO,"DIAG. LA RIOJA 539","BANCO NACI├ôN",980154,"CONCURSO PREVENTIVO - SILVA TOMAS",NULL,2016-04-02,NULL,TOTAL,NULL,NULL
26686/15,NULL,27-78095473-8,LOPEZ,"THIAGO BENJAMIN","CALLE J.M. DE ROSAS 519","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"CONCURSO PREVENTIVO - LUNA FRANCESCA","JUZGADO N┬░ 22",2017-10-08,NULL,PARCIAL,NULL,CADUCADO
2672/4,27110641,NULL,PEREYRA,MALENA,"AV. 1 875",NULL,NULL,"CONCURSO PREVENTIVO - CACERES DELFINA","JUZGADO N┬░ 14",2019-03-26,NULL,TOTAL,NULL,NULL
26723/19,44734690,20-53807796-4,CASTRO,SOFIA,"AV. JUJUY 734",AFIP,NULL,"EJECUCI├ôN FISCAL - BUSTOS MATEO VALENTIN","JUZGADO N┬░ 6",2023-05-25,NULL,TOTAL,,NULL
26761/15,38545086,21-46520453-2,SOTO,GUADALUPE,"AVENIDA R├ìO GALLEGOS 2991",AFIP,170429,"COBRO DE PESOS - GIMENEZ MARTINA","JUZGADO N┬░ 22",2024-06-22,NULL,TOTAL,NULL,NULL
27041/6,30160216,24-41357288-3,GONZALEZ,"THIAGO VALENTIN","CALLE C├ôRDOBA 1599","BANCO NACI├ôN",320764,"CONCURSO PREVENTIVO - CARRIZO TIZIANA","JUZGADO N┬░ 5",2018-03-11,NULL,NULL,NULL,ACTIVO
27078/20,91301201,22-46811249-1,CASTRO,LUCIO,"DIAGONAL USHUAIA 1211",AFIP,859001,"EJECUCI├ôN FISCAL - MARTINEZ MARIA PAZ","JUZGADO N┬░ 12",2016-12-15,NULL,TOTAL,"SIN OBSERVACIONES",NULL
27084/16,61529579,25-75471538-3,BENITEZ,THIAGO,NULL,NULL,919257,"CONCURSO PREVENTIVO - MARTINEZ SANTINO","JUZGADO N┬░ 16",2024-06-11,2020-05-12,NULL,NULL,ACTIVO
27095/7,23190318,27-89434253-9,CORREA,GUADALUPE,"CALLE OMAR NU├æEZ 4512",AFIP,253551,"CONCURSO PREVENTIVO - AGUIRRE M├üXIMO","JUZGADO N┬░ 27",2015-08-22,2023-01-22,TOTAL,,ACTIVO
2710/8,51670071,20-89679366-1,???,SANTINO,"AVENIDA SAAVEDRA 711","FISCO DE LA PROVINCIA",357979,"COBRO DE PESOS - ALVAREZ BAUTISTA",NULL,2020-12-25,NULL,TOTAL,NULL,NULL
27101/2,91885016,21-76761583-6,HERRERA,AMBAR,"CALLE SALTA 4752","BANCO NACI├ôN",671598,"CONCURSO PREVENTIVO - RUIZ DELFINA","JUZGADO N┬░ 15",2018-06-01,2025-04-26,NULL,,NULL
27168/8,15367941,NULL,CASTILLO,"DYLAN BENJAMIN",0000,AFIP,NULL,"CONCURSO PREVENTIVO - ACOSTA MATEO VALENTIN","JUZGADO N┬░ 27",2024-07-22,NULL,PARCIAL,NULL,CADUCADO
27190/24,71202764,21-90745497-4,ALVAREZ,JAZMIN,"AVENIDA MISIONES 1094",AFIP,61739,"EJECUCI├ôN FISCAL - GOMEZ FRANCO","JUZGADO N┬░ 28",2024-01-17,NULL,NULL,NULL,NULL
27250/11,34399297,26-55696705-4,RODRIGUEZ,LAUTARO,NULL,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",232219,"COBRO DE PESOS - SANCHEZ GUILLERMINA",NULL,2016-06-04,NULL,NULL,NULL,NULL
27392/19,63447998,27-78988374-1,RAMOS,"MIA VALENTINA","AVENIDA LA PAMPA 823",NULL,579687,"COBRO DE PESOS - LEDESMA THIAGO LEONEL",NULL,2018-09-24,NULL,NULL,NULL,NULL
27444/24,24290654,20-65244934-8,AYALA,NULL,"CALLE SANTIAGO DEL ESTERO 1698",NULL,830543,"EJECUCI├ôN FISCAL - CORDOBA BENICIO","JUZGADO N┬░ 25",2022-06-26,2023-10-25,NULL,NULL,NULL
27446/25,93314529,24-34097162-0,FERNANDEZ,CIRO,"AVENIDA MALVINAS ARGENTINAS 680",AFIP,748695,"CONCURSO PREVENTIVO - CORDOBA IAN BENJAMIN","JUZGADO N┬░ 7",2017-04-09,NULL,PARCIAL,"EN REVISI├ôN",ACTIVO
27481/7,79661032,NULL,TORRES,MATILDA,"DIAGONAL SAAVEDRA 634","BANCO NACI├ôN",NULL,"EJECUCI├ôN FISCAL - MEDINA NAHIARA JAZMIN","JUZGADO N┬░ 13",2019-07-05,NULL,NULL,NULL,NULL
27490/14,12911063,25-70576639-6,GONZALEZ,LUISINA,"CAMINO LA PAMPA 5000","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",46817,"CONCURSO PREVENTIVO - MIRANDA BRUNO","JUZGADO N┬░ 21",2023-03-11,NULL,NULL,NULL,CADUCADO
27520/22,75158928,22-78836341-6,GUTIERREZ,CATALINA,"AVENIDA MISIONES 232","BANCO NACI├ôN",530217,"COBRO DE PESOS - FRANCO JUAN IGNACIO",NULL,2017-02-20,NULL,PARCIAL,NULL,NULL
27527/18,57370764,26-77249436-7,HERNANDEZ,JULIETA,"CALLE CORRIENTES 2038","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",580442,"CONCURSO PREVENTIVO - MANSILLA BENJAMIN","JUZGADO N┬░ 20",2018-11-12,NULL,TOTAL,NULL,NULL
27571/10,57858277,23-38686256-4,RUIZ,THIAGO,"AVENIDA SAN SALVADOR DE JUJUY 1159","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"EJECUCI├ôN FISCAL - AGUIRRE LUC├ìA",NULL,2024-10-09,2021-02-06,TOTAL,NULL,CADUCADO
27572/21,92368812,21-78540503-2,GONZALEZ,RAMIRO,"AVENIDA 6 4448",AFIP,451354,"EJECUCI├ôN FISCAL - MOLINA MARTINA","JUZGADO N┬░ 26",2020-12-25,NULL,NULL,NULL,NULL
27651/9,58353226,20-92202733-4,SUAREZ,"JUAN IGNACIO",NULL,AFIP,999979,NULL,NULL,2025-02-16,2020-07-16,NULL,"EN REVISI├ôN",NULL
27659/16,18374888,21-93272101-6,DIAZ,BIANCA,"DIAGONAL ALVEAR 4340","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",223893,"CONCURSO PREVENTIVO - NU├æEZ ANA PAULA",NULL,2018-03-04,NULL,NULL,NULL,ACTIVO
27683/16,80083137,24-45693689-0,ROMERO,ANTONELLA,"AV. LA PLATA 2558","FISCO DE LA PROVINCIA",NULL,"COBRO DE PESOS - GODOY LUC├ìA",NULL,2018-06-09,2025-08-04,TOTAL,NULL,NULL
27757/14,55414619,25-48418627-5,MARTINEZ,CONSTANTINO,"DIAGONAL SAN MARTIN 3488","FISCO DE LA PROVINCIA",NULL,NULL,"JUZGADO N┬░ 26",2016-02-02,2024-07-14,NULL,NULL,NULL
27896/12,51875960,26-25246585-7,LOPEZ,NULL,NULL,NULL,22715,"COBRO DE PESOS - DIAZ PALOMA",NULL,2015-09-20,2024-09-07,TOTAL,NULL,ACTIVO
27969/3,NULL,27-87752907-0,RODRIGUEZ,SANTINO,"CALLE J.J. CASTELLI 845",AFIP,833090,"CONCURSO PREVENTIVO - NU├æEZ JUAN IGNACIO",NULL,2021-04-26,2023-11-19,NULL,NULL,ACTIVO
28022/21,54798961,26-76867591-7,LOPEZ,"JUAN IGNACIO","AV. SANTIAGO DEL ESTERO 4709","FISCO DE LA PROVINCIA",NULL,"COBRO DE PESOS - FIGUEROA LUCAS","JUZGADO N┬░ 19",2015-08-24,NULL,NULL,NULL,NULL
28027/10,19147816,27-22764132-3,SILVA,BENJAMIN,"CALLE ALVEAR 1082",AFIP,NULL,"EJECUCI├ôN FISCAL - SANCHEZ LORENZO","JUZGADO N┬░ 21",2018-01-22,NULL,NULL,NULL,CADUCADO
28028/22,76472141,NULL,GONZALEZ,VALENTIN,"DIAG. TUCUM├üN 3283","FISCO DE LA PROVINCIA",818861,"CONCURSO PREVENTIVO - FERREYRA VICENTE",NULL,2019-04-30,2024-03-21,TOTAL,NULL,ACTIVO
28065/20,78860772,24-18668369-1,LOPEZ,MIA,"DIAG. RESISTENCIA 2701","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,NULL,NULL,2020-08-07,2020-05-17,NULL,NULL,CADUCADO
28071/11,Hombre.,25-59258019-4,GONZALEZ,"LAUTARO NICOLAS","DIAGONAL SANTA ROSA 2150","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"CONCURSO PREVENTIVO - GONZALEZ PILAR","JUZGADO N┬░ 19",2022-02-27,2024-10-28,NULL,NULL,NULL
28142/24,74853265,NULL,VARGAS,VALENTINA,"AVENIDA G. BROWN 524","FISCO DE LA PROVINCIA",2389,"CONCURSO PREVENTIVO - PEREYRA MARTINA",NULL,2023-12-02,NULL,PARCIAL,NULL,NULL
28143/14,57555046,25-73918861-8,CASTILLO,FRANCESCA,NULL,AFIP,NULL,"COBRO DE PESOS - GARCIA SANTIAGO","JUZGADO N┬░ 25",2018-12-03,2021-08-21,NULL,"EN REVISI├ôN",NULL
28150/2,81556325,22-17783544-2,Comisi├│n.,CHARO,NULL,NULL,NULL,"CONCURSO PREVENTIVO - ROJAS MATEO BENJAMIN","JUZGADO N┬░ 22",2023-03-08,NULL,NULL,NULL,NULL
28180/12,34727285,20-27466987-8,RUIZ,LUISINA,"DIAGONAL SANTA FE 2183",AFIP,NULL,"EJECUCI├ôN FISCAL - RODRIGUEZ MORA","JUZGADO N┬░ 7",2023-10-08,NULL,NULL,NULL,CADUCADO
28197/23,63403269,20-74506774-7,NULL,JERONIMO,"AVENIDA RAWSON 1510",AFIP,260694,NULL,"JUZGADO N┬░ 19",2024-07-21,NULL,PARCIAL,NULL,ACTIVO
28209/12,53032839,NULL,LOPEZ,"TIZIANO VALENTIN","DIAGONAL R├ìO NEGRO 4287","BANCO NACI├ôN",847960,"EJECUCI├ôN FISCAL - RIOS JUAN BAUTISTA","JUZGADO N┬░ 23",2018-03-16,NULL,PARCIAL,NULL,CADUCADO
28242/25,95293381,25-14979448-2,RAMOS,MART├ìN,"CALLE SAN LUIS 3875","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",847034,NULL,NULL,2024-06-13,NULL,NULL,NULL,CADUCADO
28252/15,97270878,20-59970605-1,VEGA,SOFIA,"AVENIDA LA RIOJA 4363",AFIP,491004,"COBRO DE PESOS - RUIZ THIAGO NAHUEL","JUZGADO N┬░ 19",2017-08-21,NULL,NULL,NULL,CADUCADO
28270/25,48971406,###,BRAVO,MIA,NULL,NULL,354795,NULL,NULL,2022-04-04,NULL,NULL,NULL,CADUCADO
28283/21,71512361,22-22087817-7,PEREZ,"LAUTARO NAHUEL","CALLE J.B. ALBERDI 4189",NULL,400416,"CONCURSO PREVENTIVO - ROJAS SANTINO NICOLAS","JUZGADO N┬░ 28",2024-11-16,NULL,PARCIAL,NULL,ACTIVO
28315/6,23714273,NULL,ALVAREZ,ALEXANDER,"DIAG. SAN MARTIN 2137","BANCO NACI├ôN",NULL,"CONCURSO PREVENTIVO - SORIA SOFIA","JUZGADO N┬░ 3",2021-08-23,2020-07-05,NULL,NULL,CADUCADO
28330/19,41957207,21-28522389-7,DIAZ,VALENTIN,"DIAGONAL 6 413","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"EJECUCI├ôN FISCAL - GONZALEZ LUCIANA",NULL,2022-11-15,NULL,NULL,NULL,CADUCADO
28340/1,61789956,27-16966959-6,GARCIA,"MATEO BENJAMIN","AVENIDA 9 4570","FISCO DE LA PROVINCIA",NULL,"COBRO DE PESOS - RODRIGUEZ SOF├ìA","JUZGADO N┬░ 3",2018-10-18,2024-12-03,PARCIAL,NULL,NULL
28469/2,61054533,24-87349910-5,LOPEZ,"JUAN IGNACIO","AV. LA RIOJA 2181","FISCO DE LA PROVINCIA",NULL,"COBRO DE PESOS - GOMEZ BENJAMIN","JUZGADO N┬░ 16",2021-02-13,NULL,NULL,"EN REVISI├ôN",NULL
2847/7,86504895,22-29243584-7,ACOSTA,JAZMIN,"AV. SAAVEDRA 876",NULL,390581,"EJECUCI├ôN FISCAL - AGUIRRE CIRO",NULL,2020-12-25,NULL,NULL,"SIN OBSERVACIONES",NULL
28539/13,47955803,20-85775751-5,RAMOS,PEDRO,"BLV. CONSTITUCI├ôN 1410",NULL,NULL,"COBRO DE PESOS - RAMIREZ MART├ìN",NULL,2019-07-07,NULL,NULL,NULL,CADUCADO
28638/7,39520878,26-52736020-5,MU├æOZ,SANTIAGO,"AV. SANTA FE 4320","BANCO NACI├ôN",NULL,"CONCURSO PREVENTIVO - JUAREZ DELFINA",NULL,2018-02-18,2024-01-27,NULL,NULL,ACTIVO
28717/25,26320966,###,MEDINA,SEBASTIAN,"AVENIDA FORMOSA 1942","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"CONCURSO PREVENTIVO - SANCHEZ TIZIANO",NULL,2025-01-16,NULL,PARCIAL,NULL,NULL
28726/17,12075677,20-91494933-7,NU├æEZ,"JUAN IGNACIO",NULL,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",870690,"CONCURSO PREVENTIVO - GONZALEZ MAXIMO","JUZGADO N┬░ 17",2021-07-06,NULL,NULL,NULL,CADUCADO
28854/18,32366986,NULL,RIVERO,VIOLETA,"CALLE R├ìO NEGRO 1996",AFIP,732964,"CONCURSO PREVENTIVO - LOPEZ JEREMIAS","JUZGADO N┬░ 26",2020-03-24,NULL,PARCIAL,"EN REVISI├ôN",CADUCADO
28922/7,96554089,23-93967002-2,ACU├æA,ALEXANDER,"AVENIDA BELGRANO 2185","BANCO NACI├ôN",588595,"CONCURSO PREVENTIVO - MARTINEZ JULIAN","JUZGADO N┬░ 10",2018-01-08,NULL,TOTAL,NULL,NULL
2896/10,49997865,23-45505642-8,ACU├æA,JUANA,"CALLE 9 1537","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"COBRO DE PESOS - QUIROGA RENATA","JUZGADO N┬░ 17",2021-01-08,NULL,TOTAL,NULL,NULL
28964/21,NULL,26-10562023-6,PEREZ,RENATA,"CALLE FORMOSA 1378","BANCO NACI├ôN",NULL,NULL,"JUZGADO N┬░ 12",2018-03-29,NULL,NULL,NULL,NULL
29017/7,51571135,22-66511673-1,ARIAS,"MATEO EZEQUIEL","DIAGONAL 6 699",AFIP,NULL,"CONCURSO PREVENTIVO - RODRIGUEZ LUCAS EZEQUIEL","JUZGADO N┬░ 8",2024-03-02,2024-07-07,NULL,NULL,ACTIVO
29083/12,58774270,25-64388492-3,AGUERO,PAULA,"CALLE MENDOZA 1178",NULL,919813,"EJECUCI├ôN FISCAL - RAMIREZ TIZIANA","JUZGADO N┬░ 8",2025-02-25,2020-10-23,PARCIAL,NULL,NULL
29093/11,84832335,20-34415678-1,DUARTE,ISABEL,"BOULEVARD CHUBUT 3497","BANCO NACI├ôN",NULL,NULL,NULL,2023-11-28,NULL,NULL,"EN REVISI├ôN",NULL
29223/14,37456436,20-64845450-6,NULL,AGOSTINA,"CALLE 8 4876","FISCO DE LA PROVINCIA",810066,"CONCURSO PREVENTIVO - ESCOBAR TOMAS","JUZGADO N┬░ 6",2019-07-29,2024-04-18,TOTAL,NULL,CADUCADO
2933/16,55311514,21-52095249-0,GOMEZ,GUILLERMINA,"DIAGONAL SANTA ROSA 3415","FISCO DE LA PROVINCIA",NULL,"COBRO DE PESOS - SANCHEZ FELICITAS","JUZGADO N┬░ 25",2018-12-04,2022-04-21,NULL,NULL,ACTIVO
29343/24,57486018,23-78605787-8,TORRES,BIANCA,"AVENIDA MALVINAS ARGENTINAS 3742","FISCO DE LA PROVINCIA",55130,"EJECUCI├ôN FISCAL - GOMEZ SIMON",NULL,2023-12-12,2020-05-18,NULL,NULL,NULL
29428/6,37527678,20-90800399-2,SORIA,GERONIMO,"AVENIDA 123 A 967","BANCO NACI├ôN",29993,"CONCURSO PREVENTIVO - RIOS FELIPE","JUZGADO N┬░ 23",2015-11-26,2023-07-29,NULL,NULL,NULL
29449/19,46383145,NULL,GODOY,VALENTINO,"DIAG. J.J. CASTELLI 3998",NULL,NULL,"COBRO DE PESOS - NU├æEZ PAULINA",NULL,2022-11-26,2021-12-10,TOTAL,NULL,ACTIVO
2945/25,NULL,20-74764334-1,ALVAREZ,"JUAN MARTIN","AVENIDA G. BROWN 4063","FISCO DE LA PROVINCIA",NULL,"EJECUCI├ôN FISCAL - CABRERA CATALINA","JUZGADO N┬░ 4",2024-01-07,NULL,PARCIAL,NULL,CADUCADO
29455/5,94275407,20-12441927-3,GIMENEZ,NULL,"BLV. PARAN├ü 141","FISCO DE LA PROVINCIA",246256,"CONCURSO PREVENTIVO - VERA SANTINO",NULL,2023-09-14,2021-05-06,NULL,NULL,NULL
29457/6,59248159,25-71875108-9,RODRIGUEZ,MARTINA,NULL,"FISCO DE LA PROVINCIA",916158,"EJECUCI├ôN FISCAL - FLORES TOBIAS",NULL,2020-07-26,2023-12-08,NULL,NULL,ACTIVO
29518/15,NULL,21-92743603-0,ROLDAN,"MARIA PAZ","AVENIDA G├£EMES 3539","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"COBRO DE PESOS - ARIAS ALMA",NULL,2015-12-05,NULL,NULL,NULL,NULL
29557/21,76641724,???,PEREZ,LAUTARO,"CALLE CIUDAD AUT├ôNOMA DE BUENOS AIRES 226","FISCO DE LA PROVINCIA",NULL,"CONCURSO PREVENTIVO - RODRIGUEZ EMILIA","JUZGADO N┬░ 10",NULL,NULL,NULL,"SIN OBSERVACIONES",ACTIVO
2957/9,50964786,21-75782586-8,GARCIA,THIAGO,"BOULEVARD 4 3879","FISCO DE LA PROVINCIA",NULL,"CONCURSO PREVENTIVO - FARIAS THIAGO BENJAMIN",NULL,2021-11-22,NULL,NULL,NULL,NULL
29581/22,14993104,27-77612284-6,AGUIRRE,MARTINA,"AVENIDA J.M. DE ROSAS 2544","FISCO DE LA PROVINCIA",740066,"COBRO DE PESOS - ALVAREZ LAUTARO",NULL,2023-07-30,2023-01-13,PARCIAL,NULL,CADUCADO
29603/16,88518729,NULL,HERNANDEZ,ISABELLA,"AV. 8 2792","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"EJECUCI├ôN FISCAL - MORENO EMILIA",NULL,2023-07-16,2022-08-24,NULL,,CADUCADO
29639/24,63387429,27-11620573-2,CASTRO,"MARIA EMILIA","CALLE 3 3979","BANCO NACI├ôN",NULL,"COBRO DE PESOS - CAMPOS MARTINA",NULL,2023-11-22,2020-10-11,NULL,"SIN OBSERVACIONES",NULL
2966/21,21958627,NULL,FERNANDEZ,FELICITAS,"AV. SAAVEDRA 2234",AFIP,NULL,"CONCURSO PREVENTIVO - MARTIN ISABELLA","JUZGADO N┬░ 5",2020-09-23,2021-12-11,NULL,"SIN OBSERVACIONES",NULL
29663/22,37959745,24-98814145-0,MEDINA,"THIAGO NAHUEL","AV. TUCUM├üN 62",AFIP,667709,NULL,"JUZGADO N┬░ 1",2022-04-30,2020-11-19,NULL,NULL,CADUCADO
29718/25,93210481,22-29634244-0,RODRIGUEZ,MATEO,"AV. CORRIENTES 3715","BANCO NACI├ôN",386234,"EJECUCI├ôN FISCAL - FERNANDEZ ZOE",NULL,2025-04-16,NULL,NULL,,CADUCADO
29735/8,69483097,23-64675845-2,CORDOBA,AGUST├ìN,"BLV. 6 983",NULL,507039,"COBRO DE PESOS - MORALES CIRO",NULL,2021-12-12,2021-08-20,NULL,"EN REVISI├ôN",NULL
29777/2,82559580,NULL,MENDOZA,"JUAN IGNACIO","CALLE G. BROWN 2225","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"CONCURSO PREVENTIVO - MU├æOZ PALOMA",NULL,2018-11-19,2023-01-21,NULL,,ACTIVO
29780/9,11437195,21-85230173-5,DIAZ,"VALENTINA ","BLV. MITRE 3237",NULL,323397,"EJECUCI├ôN FISCAL - AGUIRRE ANGEL GABRIEL",NULL,2021-01-12,NULL,TOTAL,"SIN OBSERVACIONES",NULL
29851/4,28636935,22-62270552-7,OLIVERA,"JUAN FRANCISCO","DIAGONAL CORRIENTES 2820",AFIP,706695,NULL,"JUZGADO N┬░ 15",2020-12-26,2022-04-06,NULL,NULL,CADUCADO
29924/10,90851243,20-81998693-8,NULL,JAZMIN,"AV. SAN LUIS 2020",NULL,997147,"COBRO DE PESOS - LOPEZ ANTONIA","JUZGADO N┬░ 4",2022-04-28,NULL,NULL,NULL,NULL
29925/21,78402474,23-47919205-7,NULL,LUCAS,"CALLE 9 3238",AFIP,NULL,NULL,"JUZGADO N┬░ 2",2025-01-20,2020-07-18,NULL,NULL,NULL
29925/7,64583553,25-63214334-6,DIAZ,???,NULL,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"CONCURSO PREVENTIVO - GONZALEZ RENATA","JUZGADO N┬░ 16",2021-12-11,2025-03-29,NULL,"EN REVISI├ôN",NULL
29967/20,62592589,NULL,RIOS,ZOE,"AV. SAN MARTIN 2179",AFIP,NULL,"EJECUCI├ôN FISCAL - GOMEZ MAITE","JUZGADO N┬░ 24",NULL,NULL,NULL,NULL,NULL
3007/25,92981816,24-84673264-1,FERNANDEZ,PAULINA,"AV. SAN LUIS 488","BANCO NACI├ôN",503211,"COBRO DE PESOS - FERNANDEZ LUCIA",NULL,2024-07-01,2020-05-05,NULL,NULL,CADUCADO
30133/7,27868177,22-61622931-5,MARTINEZ,LUC├ìA,"AVENIDA 7 1626","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",722235,"EJECUCI├ôN FISCAL - ROJAS CONSTANZA",NULL,2020-12-27,NULL,PARCIAL,NULL,ACTIVO
30179/9,NULL,26-44193763-4,CARRIZO,NICOLAS,"CALLE 2 2409",NULL,NULL,"CONCURSO PREVENTIVO - FERREYRA JEREMIAS",NULL,2024-09-26,2023-12-24,NULL,"SIN OBSERVACIONES",ACTIVO
30272/7,19753625,24-17811760-5,RAMIREZ,ALMA,"DIAGONAL CORRIENTES 2281",AFIP,626145,"EJECUCI├ôN FISCAL - FARIAS FRANCO","JUZGADO N┬░ 14",2017-07-14,NULL,NULL,NULL,ACTIVO
30316/9,43103397,22-70808123-1,VARGAS,"DYLAN BENJAMIN","AVENIDA SANTIAGO DEL ESTERO 1110","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"CONCURSO PREVENTIVO - HERRERA ISABELLA","JUZGADO N┬░ 6",2018-04-11,NULL,TOTAL,NULL,NULL
3032/11,30593249,22-69622478-5,FERNANDEZ,AUGUSTO,"AV. MISIONES 1061","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"COBRO DE PESOS - MEDINA BENJAMIN","JUZGADO N┬░ 22",2021-11-14,NULL,NULL,NULL,ACTIVO
30435/12,26216571,NULL,JUAREZ,CATALINA,"CALLE CATAMARCA 4743","FISCO DE LA PROVINCIA",834954,NULL,"JUZGADO N┬░ 25",2015-12-12,NULL,NULL,NULL,CADUCADO
30442/21,21734363,20-96553248-8,AYALA,ABIGAIL,"DIAGONAL CHILECITO 3199",NULL,NULL,"CONCURSO PREVENTIVO - CARRIZO JOAQUIN",NULL,2019-09-15,2025-01-17,NULL,NULL,NULL
30498/2,50344534,24-53614358-8,JUAREZ,"JUAN MANUEL",???,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"EJECUCI├ôN FISCAL - CHAVEZ JUANA","JUZGADO N┬░ 10",2022-02-23,NULL,NULL,NULL,CADUCADO
30562/7,61608787,25-21398610-9,VILLALBA,CIRO,"AV. R├ìO NEGRO 1786","FISCO DE LA PROVINCIA",NULL,"EJECUCI├ôN FISCAL - NU├æEZ ISABELLA","JUZGADO N┬░ 13",2024-09-11,NULL,NULL,NULL,NULL
30579/21,45415273,NULL,FERNANDEZ,SIMON,"AV. 7 1205","FISCO DE LA PROVINCIA",NULL,"COBRO DE PESOS - CHAVEZ JUAN IGNACIO",NULL,2024-05-24,NULL,PARCIAL,NULL,NULL
